RAM 15.6 GB
Intel Core i7
OS type 64 bit
8 CPUs
Homography_estimator_Prosac_sampler
Runs for each image = 100
Threshold for each image = 2
Desired probability for each image = 0.95
Standard LO = 0
Graph Cut LO = 1
SPRT = 0


Filename,GT Inl,Avg num inl/gt,Std dev num inl,Med num inl,Avg num iters,Std dev num iters,Med num iters,Avg num LO iters,Std dev num LO iters,Med num LO iters,Avg time (mcs),Std dev time,Med time,Avg err,Std dev err,Med err,Worst case num Inl,Worst case Err,Num fails (<10%),Num fails (<25%),Num fails (<50%)
adam,132,133.35,0.51981,133,4.64,6.55438,1,1,88.2515,81,6067,1583,5742,0.811137,0.00381355,0.810496,133,0.825727,0,0,0
Brussels,979,1601.34,2.68637,1602,6.48,6.57587,4,0.8,84.7606,80,35320,4629,34124,1.60841,0.0203281,1.61099,1594,1.64922,0,0,0
boat,263,303.96,2.83883,305,4.42,2.34921,3,1,88.9394,80,9993,1633,9413,1.12868,0.0498055,1.11932,292,1.26186,0,0,0
CapitalRegion,12,7.3,1.92538,7,10000,0,10000,0.02,1.25642,1,187664,3125,186930,452.38,757.053,92.9497,5,3574.96,0,0,10
BostonLib,343,412,0,412,1,0,1,0.6,62.909,60,8714,1134,8407,0.425615,0.00472902,0.422392,412,0.433188,0,0,0
city,38,39.82,0.575247,40,9.78,0.990663,9.5,0.41,53.258,41,3403,902,3252,0.584628,0.0216076,0.573037,38,0.63358,0,0,0
Boston,716,730,0,730,1.34,1.30438,1,0.8,92.9994,100,20843,2506,21477,0.62404,0.0018434,0.623288,730,0.631362,0,0,0
Eiffel,358,359.32,0.468826,359,1,0,1,0.6,86.7024,80,12113,1730,11479,0.471409,0.00466089,0.470595,359,0.488516,0,0,0
WhiteBoard,152,174.79,6.57097,176,3.35,3.06619,1,0.41,104.302,100,8199,1689,7940,0.697771,0.174763,0.674145,117,2.34175,0,0,0
BruggeSquare,26,54.15,9.5509,59,33.53,24.0721,25,1,73.9274,62,5914,2003,5857,4.01377,1.53398,4.432,29,11.048,0,0,0
ExtremeZoom,69,131.64,0.718022,132,413.12,499.716,204.5,0.8,67.808,62,13616,9758,9363,0.73031,0.0171503,0.729635,130,0.782184,0,0,0
BruggeTower,130,183.27,1.84147,183,7.55,4.56463,6,1.01,110.052,101,9397,1792,9671,2.30561,0.173703,2.27242,178,2.90353,0,0,0
graf,195,209.94,2.34766,210,13.53,3.50023,13,1.2,141.462,140,14016,2453,13910,1.79044,0.125849,1.75101,204,2.18551,0,0,0
